Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Max,Mean,SD,CV
65,79685.0,74868.0,77051.0,115867.0,77743.0,77275.0,86931.0,92922.0,78243.0,74980.0,76064.0,113489.0,80265.0,80555.0,84253.0,87750.0,104008.0,104461.0,86493.0,104050.0,118534.0,97578.0,75524.0,79912.0,79138.0,75817.0,79661.0,87733.0,97078.0,111885.0,81875.0,82726.0,74768.0,84247.0,102146.0,79919.0,118534.0,87930.38888888889,12986.439075003023,0.14768999931767643
66,78142.0,80862.0,76266.0,104886.0,77465.0,77973.0,82451.0,93540.0,79795.0,78964.0,80086.0,120006.0,80013.0,80319.0,83028.0,92575.0,96392.0,101807.0,83374.0,93055.0,115353.0,91660.0,81881.0,80435.0,76161.0,76309.0,78617.0,93883.0,105387.0,106852.0,82498.0,79826.0,79284.0,81299.0,107414.0,75607.0,120006.0,87596.25,12032.866501505598,0.13736737019570583
67,75153.0,81453.0,79156.0,90588.0,76853.0,76951.0,84096.0,84712.0,91066.0,78278.0,80023.0,119317.0,79605.0,85754.0,82077.0,95191.0,93220.0,90702.0,81102.0,84348.0,102476.0,91612.0,88410.0,79665.0,80628.0,79463.0,78977.0,101149.0,104293.0,104533.0,85345.0,78495.0,83270.0,79903.0,106408.0,75134.0,119317.0,86927.94444444444,10317.48774585182,0.1186901152648987
68,71383.0,85862.0,74902.0,78846.0,81096.0,73947.0,79240.0,83142.0,102269.0,76750.0,84729.0,114935.0,77421.0,87386.0,78135.0,98005.0,93243.0,91731.0,76741.0,81939.0,92848.0,90440.0,90784.0,77248.0,81541.0,75363.0,78424.0,104572.0,103497.0,102422.0,88578.0,77927.0,85038.0,76981.0,102253.0,79801.0,114935.0,86094.97222222222,10544.800657949636,0.12247870445595994
69,71397.0,85410.0,77910.0,71786.0,80819.0,72182.0,86512.0,82613.0,108210.0,73577.0,96458.0,113097.0,74677.0,87322.0,76100.0,97527.0,92591.0,96661.0,73652.0,79025.0,84743.0,93047.0,87318.0,74720.0,73614.0,71366.0,78401.0,108279.0,102014.0,95712.0,87459.0,73152.0,89118.0,73161.0,98487.0,80101.0,113097.0,85228.27777777778,11648.303175453666,0.13667181221032274
70,70280.0,84208.0,69740.0,77896.0,77393.0,69889.0,84632.0,81405.0,114986.0,72185.0,105430.0,105582.0,74281.0,84816.0,72995.0,95991.0,93059.0,93834.0,70240.0,74398.0,76392.0,93496.0,91028.0,73206.0,68615.0,70990.0,84227.0,107895.0,103029.0,87693.0,90121.0,71278.0,91858.0,71605.0,103979.0,81860.0,114986.0,84458.66666666667,12911.47619152994,0.1528733130785466
71,73763.0,85005.0,68107.0,80644.0,75328.0,70969.0,82330.0,69770.0,115435.0,71002.0,115931.0,100324.0,78797.0,80094.0,71794.0,91445.0,87732.0,101890.0,69969.0,71716.0,71430.0,92998.0,88077.0,72125.0,67934.0,71743.0,90423.0,106913.0,99085.0,79321.0,91834.0,69858.0,93438.0,75771.0,103751.0,83428.0,115931.0,83893.72222222222,13561.030704049483,0.1616453573025201
72,71579.0,88262.0,70232.0,82375.0,72799.0,73299.0,84681.0,74466.0,115915.0,77218.0,115791.0,102105.0,82429.0,78277.0,75967.0,90627.0,78777.0,87589.0,72989.0,76542.0,76340.0,102087.0,95652.0,75717.0,73351.0,76028.0,100622.0,108702.0,94452.0,74314.0,95446.0,77459.0,95981.0,83179.0,104231.0,87030.0,115915.0,85903.05555555556,12826.286907372956,0.14931118368749863
73,77871.0,80211.0,71113.0,83757.0,73989.0,67674.0,83231.0,85542.0,104432.0,76009.0,115686.0,98433.0,85672.0,74306.0,70178.0,85308.0,81470.0,89372.0,73088.0,68348.0,66835.0,90949.0,90448.0,71087.0,66763.0,79166.0,102614.0,101568.0,85992.0,66650.0,92599.0,67850.0,93688.0,79740.0,104165.0,81128.0,115686.0,82970.33333333333,12500.641505761036,0.15066399041136433
74,80500.0,84567.0,65078.0,89013.0,74600.0,66209.0,79732.0,99357.0,96976.0,83260.0,113925.0,96892.0,90581.0,71155.0,67053.0,80032.0,67767.0,86460.0,78711.0,67014.0,74553.0,88708.0,84734.0,71298.0,66643.0,88016.0,101728.0,97746.0,78489.0,65052.0,92312.0,68687.0,93726.0,83348.0,102130.0,84302.0,113925.0,82787.61111111111,12405.65005748451,0.1498491125783858
75,79420.0,83874.0,67211.0,84296.0,70345.0,66064.0,84944.0,107893.0,91341.0,91961.0,109512.0,96187.0,93371.0,69836.0,66922.0,73976.0,66515.0,89312.0,80893.0,66598.0,65743.0,95394.0,83817.0,71965.0,69568.0,93287.0,101752.0,95563.0,69033.0,66697.0,93044.0,67892.0,93628.0,85764.0,97341.0,84623.0,109512.0,82655.05555555556,12965.37995531957,0.1568613059198182
76,70736.0,87088.0,65390.0,92243.0,65792.0,65076.0,84652.0,112373.0,83241.0,102980.0,106961.0,95346.0,97582.0,67569.0,65251.0,68953.0,67831.0,89163.0,84045.0,64848.0,73114.0,91473.0,88365.0,72190.0,75546.0,98974.0,101300.0,90531.0,65001.0,66067.0,92894.0,66756.0,93147.0,78807.0,101048.0,83869.0,112373.0,82672.27777777778,14108.938710404502,0.1706610618414214
77,78705.0,90130.0,64136.0,88830.0,67368.0,63150.0,68555.0,116934.0,77368.0,112128.0,102927.0,93813.0,101817.0,65779.0,62752.0,64727.0,70941.0,88672.0,88788.0,64123.0,84147.0,99908.0,83443.0,73936.0,84528.0,101469.0,99873.0,85538.0,62581.0,68556.0,92922.0,62853.0,92732.0,77442.0,105021.0,79022.0,116934.0,82933.72222222222,15432.683871523937,0.18608454387434603
78,73584.0,82952.0,62797.0,90144.0,70448.0,63525.0,66107.0,120424.0,73012.0,117916.0,99572.0,94118.0,103576.0,64495.0,62946.0,65159.0,73931.0,91726.0,88760.0,67585.0,83348.0,105518.0,84731.0,77558.0,96114.0,103633.0,98924.0,78189.0,62384.0,76775.0,93149.0,62855.0,91480.0,87498.0,106594.0,70765.0,120424.0,83674.77777777778,16306.21407812765,0.1948760966110176
79,74905.0,85744.0,64584.0,92695.0,75009.0,67676.0,79152.0,113231.0,69735.0,122524.0,96969.0,90665.0,105980.0,64380.0,66366.0,76864.0,75624.0,93230.0,92406.0,71821.0,80800.0,99604.0,65412.0,84726.0,103778.0,104571.0,95072.0,74161.0,70040.0,80521.0,90674.0,65063.0,89261.0,82805.0,110452.0,64071.0,122524.0,84460.30555555556,15483.042404549575,0.18331738563703484
80,78058.0,92206.0,66718.0,92228.0,71786.0,78792.0,95574.0,104474.0,69728.0,121463.0,94941.0,89822.0,105846.0,67123.0,75074.0,82711.0,76192.0,81697.0,92569.0,75919.0,87956.0,96415.0,68952.0,92300.0,109915.0,104476.0,89548.0,70465.0,65931.0,80944.0,87942.0,68103.0,85672.0,78697.0,109450.0,67545.0,121463.0,85478.66666666667,14193.449265613894,0.16604668532047637
81,78507.0,101202.0,75172.0,100856.0,75832.0,96699.0,113713.0,97536.0,76870.0,114600.0,94950.0,87724.0,107582.0,75441.0,73251.0,89151.0,78425.0,77312.0,94115.0,78345.0,76818.0,91990.0,77158.0,104962.0,115871.0,101519.0,81506.0,73765.0,78259.0,93757.0,83637.0,79333.0,89111.0,86115.0,102788.0,77599.0,115871.0,88929.75,12714.546324704455,0.1429729232872515
82,73276.0,99477.0,73218.0,98338.0,72179.0,110844.0,121884.0,87138.0,71708.0,114550.0,91516.0,86247.0,102401.0,75653.0,72594.0,85441.0,78304.0,71249.0,99296.0,90924.0,76957.0,72533.0,80156.0,113614.0,114331.0,93552.0,74493.0,71952.0,71161.0,99023.0,76619.0,75520.0,78560.0,76388.0,110208.0,75375.0,121884.0,87129.97222222222,15345.741815250885,0.17612471832439083
83,75000.0,97995.0,75200.0,109370.0,71876.0,125867.0,128045.0,80801.0,72739.0,104153.0,91349.0,82884.0,98972.0,73818.0,71986.0,73105.0,76191.0,75678.0,100396.0,89163.0,75737.0,75145.0,90726.0,114058.0,111350.0,81194.0,75240.0,75232.0,74523.0,87183.0,76273.0,76781.0,76893.0,82474.0,114802.0,80508.0,128045.0,87297.41666666667,16065.686118721409,0.18403392370780053
84,74627.0,90882.0,82057.0,111927.0,74801.0,122258.0,129577.0,79420.0,73272.0,97902.0,89575.0,81212.0,94783.0,73042.0,77770.0,73088.0,77322.0,75844.0,97617.0,88378.0,72012.0,76292.0,99161.0,111228.0,102253.0,76385.0,75290.0,76124.0,78998.0,81985.0,76153.0,77618.0,78040.0,84401.0,109647.0,86847.0,129577.0,86883.0,14775.839487337278,0.17006594486075846
85,80471.0,89702.0,97598.0,93444.0,74661.0,119540.0,113579.0,75593.0,79834.0,92967.0,87729.0,80489.0,90852.0,77056.0,75032.0,73847.0,73384.0,81485.0,99950.0,89265.0,72932.0,86532.0,101400.0,108278.0,89970.0,72627.0,77161.0,73113.0,80969.0,83969.0,72392.0,80012.0,76084.0,78565.0,107149.0,92458.0,119540.0,86113.58333333333,12325.218126027898,0.14312745619142042
86,77373.0,89619.0,108511.0,96956.0,79946.0,111905.0,102388.0,74194.0,75687.0,90907.0,86114.0,80050.0,85786.0,75669.0,76631.0,73599.0,73267.0,85442.0,91140.0,89112.0,72240.0,93575.0,101223.0,102939.0,79148.0,74341.0,75045.0,72934.0,75532.0,89150.0,73234.0,77681.0,74816.0,84827.0,99838.0,99228.0,111905.0,85279.08333333333,11313.221177442005,0.13266114896218598
87,80020.0,88717.0,111479.0,94232.0,91584.0,109125.0,92537.0,73943.0,73552.0,89599.0,84346.0,76829.0,83560.0,74274.0,77025.0,74741.0,71079.0,90138.0,89316.0,81152.0,73544.0,100339.0,100626.0,99681.0,73972.0,70756.0,72878.0,73119.0,83430.0,88916.0,70813.0,75184.0,73465.0,89762.0,101256.0,99081.0,111479.0,84835.27777777778,11498.743826588458,0.13554200714364256
88,81123.0,88551.0,116935.0,89993.0,100596.0,101218.0,86438.0,71726.0,74776.0,87202.0,83810.0,74185.0,81472.0,76413.0,73438.0,78027.0,72974.0,90977.0,91346.0,74089.0,75609.0,101549.0,98619.0,93411.0,70770.0,71384.0,69722.0,71286.0,86573.0,89834.0,70083.0,72657.0,74871.0,84668.0,105774.0,101644.0,116935.0,84270.63888888889,12033.939045588193,0.1428010894928064
89,78687.0,69601.0,116069.0,97826.0,110925.0,94399.0,82710.0,70766.0,74676.0,87367.0,82486.0,73402.0,79220.0,81257.0,72996.0,79449.0,76024.0,89123.0,93367.0,71150.0,82962.0,101137.0,93830.0,85803.0,73424.0,75728.0,73529.0,70711.0,84055.0,88852.0,71708.0,71041.0,78137.0,81027.0,104532.0,103312.0,116069.0,83924.66666666667,12057.808435938008,0.14367418918480074
90,80554.0,78499.0,118871.0,104285.0,109935.0,92770.0,82837.0,77910.0,79165.0,88568.0,84322.0,83912.0,82919.0,77617.0,77484.0,85049.0,80547.0,89592.0,77285.0,78360.0,90017.0,99175.0,88610.0,81888.0,80221.0,81128.0,75476.0,78282.0,87260.0,92740.0,77077.0,79329.0,86122.0,81501.0,99184.0,104405.0,118871.0,86469.33333333333,10168.709387680972,0.11759902610190479
91,78806.0,85715.0,109004.0,75832.0,111753.0,87167.0,77687.0,74847.0,74592.0,85976.0,79920.0,78929.0,78039.0,86216.0,71259.0,85033.0,80532.0,87525.0,74400.0,81207.0,94797.0,96650.0,82572.0,78343.0,78803.0,79709.0,72598.0,76240.0,91055.0,95741.0,77123.0,78798.0,86401.0,86321.0,100371.0,103212.0,111753.0,84532.58333333333,9909.412171082042,0.11722594744332758
92,83354.0,95021.0,97107.0,78541.0,111427.0,88661.0,78073.0,74191.0,74332.0,84660.0,78569.0,78448.0,78065.0,86825.0,72680.0,86005.0,80480.0,85510.0,77700.0,90307.0,98817.0,92673.0,79023.0,77759.0,78116.0,81045.0,71684.0,75372.0,87753.0,87710.0,75781.0,88902.0,92584.0,83619.0,100342.0,98445.0,111427.0,84710.58333333333,9023.556296885146,0.10652218343695914
93,80374.0,108189.0,90451.0,80691.0,108087.0,85737.0,78654.0,75176.0,74770.0,84554.0,79828.0,81113.0,77801.0,86350.0,75280.0,88711.0,80955.0,84118.0,80894.0,97251.0,99258.0,86331.0,76482.0,77246.0,74384.0,78827.0,77149.0,74974.0,86249.0,88594.0,76998.0,97899.0,95864.0,82149.0,100091.0,90933.0,108189.0,85067.0,9211.96748498628,0.10829072948365735
94,76367.0,113630.0,84396.0,92338.0,104052.0,86577.0,75960.0,76274.0,76964.0,84102.0,79522.0,82685.0,77662.0,92327.0,75398.0,89955.0,77756.0,82386.0,83330.0,101612.0,100899.0,81189.0,74026.0,74732.0,82495.0,84218.0,75649.0,76042.0,89927.0,89694.0,75127.0,103130.0,99368.0,88187.0,78237.0,84326.0,113630.0,85292.75,9908.9709925877,0.11617600549387491
95,74614.0,116927.0,82404.0,103777.0,96731.0,82090.0,75376.0,77316.0,78336.0,81649.0,78941.0,82399.0,76683.0,94418.0,75510.0,91621.0,74725.0,81838.0,93365.0,102923.0,101277.0,76377.0,82560.0,75595.0,83613.0,89061.0,73025.0,75682.0,90165.0,91018.0,72124.0,106140.0,101755.0,83708.0,75630.0,80356.0,116927.0,85548.02777777778,11081.532248360361,0.12953580037106285
96,79775.0,114530.0,80543.0,116005.0,90320.0,83636.0,75929.0,76322.0,78588.0,82678.0,79454.0,82946.0,78700.0,103772.0,77793.0,94069.0,75323.0,78365.0,100305.0,102619.0,99281.0,75468.0,88825.0,76668.0,78748.0,83871.0,74575.0,76330.0,88070.0,90307.0,72811.0,103475.0,101729.0,89440.0,79570.0,79507.0,116005.0,86398.52777777778,11520.168455766105,0.13333755507265901
97,81083.0,115597.0,82242.0,116742.0,85595.0,83720.0,77451.0,78425.0,82982.0,81775.0,82621.0,85857.0,80349.0,92935.0,80725.0,93719.0,76808.0,80081.0,105368.0,100958.0,94982.0,72539.0,99678.0,78323.0,74492.0,85278.0,74759.0,81293.0,89137.0,89554.0,77131.0,105103.0,100694.0,84480.0,80115.0,80392.0,116742.0,87027.30555555556,11081.945797405608,0.12733872118252856
98,96300.0,104168.0,78075.0,116821.0,87047.0,85233.0,79790.0,79248.0,87933.0,85807.0,82437.0,89796.0,77052.0,87559.0,85113.0,90659.0,81264.0,82351.0,108401.0,96975.0,86926.0,92634.0,90829.0,80590.0,79273.0,81711.0,78862.0,83215.0,88166.0,86786.0,74798.0,105567.0,97819.0,80109.0,83252.0,78879.0,116821.0,87540.13888888889,9441.845976975694,0.1078573337536035
99,112888.0,94348.0,87323.0,110737.0,87251.0,88009.0,83393.0,83315.0,103165.0,86631.0,90053.0,93772.0,87752.0,81511.0,86177.0,90260.0,84123.0,81745.0,110262.0,94197.0,88892.0,99841.0,93514.0,79187.0,85404.0,88377.0,80332.0,97990.0,85335.0,90778.0,82502.0,100190.0,93890.0,84980.0,84252.0,88552.0,112888.0,90581.33333333333,8425.324256865924,0.0930139129864791
100,122535.0,87118.0,76818.0,106758.0,83284.0,84886.0,80621.0,80475.0,115308.0,83708.0,85051.0,95738.0,77220.0,95289.0,89192.0,83521.0,77834.0,78439.0,107858.0,87294.0,80323.0,98850.0,97064.0,77587.0,80880.0,79030.0,81854.0,110221.0,77467.0,93718.0,80032.0,110793.0,88019.0,79895.0,84273.0,76955.0,122535.0,88775.22222222222,12205.454957861879,0.13748718000738058
101,126893.0,80196.0,80322.0,95003.0,83429.0,83550.0,77900.0,82934.0,121614.0,82845.0,82999.0,101134.0,78955.0,84526.0,91235.0,81617.0,83220.0,77784.0,104497.0,83206.0,72571.0,104024.0,102278.0,76830.0,82155.0,85094.0,73461.0,117297.0,80503.0,92024.0,73758.0,114559.0,83673.0,79227.0,78052.0,82853.0,126893.0,88394.94444444444,13847.63820806126,0.15665645015212828
102,120664.0,83258.0,79717.0,88040.0,81626.0,82394.0,74891.0,79848.0,117106.0,81059.0,83187.0,107372.0,77822.0,84712.0,94559.0,83564.0,79480.0,93466.0,96215.0,77337.0,74418.0,100539.0,103867.0,76410.0,81682.0,85865.0,72928.0,119512.0,86998.0,76403.0,77051.0,108175.0,79950.0,82917.0,80196.0,83773.0,120664.0,87694.47222222222,12956.98873514065,0.1477514877141513
103,111318.0,82206.0,80928.0,80889.0,83784.0,84018.0,78131.0,83168.0,108517.0,83527.0,83683.0,115426.0,78785.0,77575.0,98099.0,81350.0,81662.0,96327.0,82756.0,70526.0,75039.0,96010.0,97508.0,78081.0,87972.0,86408.0,75286.0,111731.0,95276.0,81830.0,71530.0,100779.0,82242.0,78573.0,82346.0,81885.0,115426.0,86810.30555555556,11353.501451631182,0.13078518015773297
104,99883.0,78007.0,76129.0,80666.0,77934.0,79967.0,79459.0,94201.0,96961.0,82555.0,85014.0,112089.0,76645.0,79503.0,100545.0,77160.0,83109.0,87139.0,78205.0,86968.0,83845.0,98615.0,87950.0,76248.0,79056.0,87088.0,76669.0,113766.0,98848.0,83902.0,72280.0,99564.0,78024.0,83510.0,79876.0,82344.0,113766.0,85936.77777777778,10179.990155286418,0.11845906279626464
105,93102.0,72891.0,72869.0,75779.0,74886.0,74945.0,72651.0,103280.0,85333.0,83108.0,88723.0,113461.0,73534.0,79201.0,99780.0,73234.0,83475.0,91440.0,79663.0,86544.0,85127.0,95100.0,91090.0,76824.0,80875.0,80303.0,76790.0,109918.0,103119.0,93215.0,82298.0,101067.0,74093.0,88938.0,73660.0,85102.0,113461.0,85428.27777777778,11067.718583568238,0.12955567958841904
106,88244.0,71413.0,71441.0,72488.0,72840.0,73441.0,71928.0,111010.0,75525.0,82182.0,90276.0,110702.0,71363.0,79584.0,96478.0,76301.0,79008.0,86840.0,76804.0,94120.0,89966.0,96012.0,93813.0,70852.0,72381.0,83083.0,75214.0,108624.0,108244.0,99393.0,81066.0,99352.0,74083.0,90917.0,71924.0,89325.0,111010.0,84895.47222222222,12489.79549580401,0.1471196892940385
107,83141.0,70089.0,70816.0,70558.0,70568.0,71949.0,73116.0,112732.0,69526.0,80998.0,96000.0,108873.0,70640.0,74981.0,96003.0,74591.0,76948.0,84991.0,84601.0,95810.0,89170.0,95202.0,91328.0,70111.0,74449.0,85637.0,73014.0,102304.0,110390.0,102041.0,82814.0,100698.0,73187.0,92476.0,71340.0,92025.0,112732.0,84531.02777777778,13055.891557467055,0.1544508791705393
108,85067.0,75955.0,75886.0,77293.0,75190.0,75574.0,81686.0,111272.0,78858.0,82955.0,98891.0,104744.0,75601.0,74999.0,94686.0,76091.0,77812.0,73839.0,85116.0,91737.0,85884.0,94492.0,91875.0,77142.0,83480.0,84960.0,86498.0,97194.0,108204.0,104165.0,85361.0,99657.0,75845.0,93704.0,74629.0,96447.0,111272.0,86466.36111111111,10688.810613993543,0.12361813862223477
109,79458.0,70495.0,70880.0,71843.0,69322.0,72878.0,82985.0,104944.0,82950.0,82123.0,107558.0,93880.0,70608.0,70469.0,90313.0,83211.0,72008.0,72967.0,83092.0,93104.0,84435.0,92236.0,91953.0,69667.0,90045.0,71949.0,84229.0,94029.0,105806.0,106406.0,80784.0,94101.0,77413.0,91391.0,76593.0,93217.0,107558.0,84148.38888888889,11373.932744261661,0.13516518728932547
110,78304.0,74975.0,72008.0,73332.0,72654.0,74662.0,89946.0,102261.0,81494.0,83533.0,106594.0,88439.0,71615.0,71085.0,84596.0,79475.0,71730.0,76795.0,82009.0,87681.0,83407.0,91683.0,89625.0,71727.0,91113.0,76712.0,81993.0,90948.0,102092.0,103802.0,80725.0,94966.0,79624.0,90562.0,77266.0,91661.0,106594.0,83919.27777777778,9815.004940314348,0.11695769077404294
111,76722.0,70627.0,74107.0,75991.0,77757.0,76110.0,97159.0,92568.0,83372.0,86147.0,110579.0,82784.0,74255.0,71461.0,82189.0,76438.0,70943.0,81072.0,82202.0,84536.0,81289.0,90382.0,84693.0,72263.0,95531.0,83831.0,78430.0,87351.0,95374.0,102308.0,81552.0,98541.0,76108.0,89753.0,80930.0,90888.0,110579.0,83784.52777777778,9345.089086092554,0.11153716961774364
112,77841.0,73500.0,76818.0,79248.0,71958.0,76553.0,103156.0,82199.0,78259.0,87960.0,112699.0,77017.0,76148.0,75209.0,76234.0,81472.0,73919.0,85655.0,89399.0,87370.0,80742.0,89080.0,80182.0,73518.0,99585.0,87809.0,76577.0,86088.0,92645.0,100249.0,75593.0,100761.0,75539.0,89873.0,78628.0,89618.0,112699.0,83863.91666666667,9716.101576978632,0.11585556653163664
113,76381.0,72388.0,78970.0,77437.0,73489.0,78606.0,110390.0,76712.0,79343.0,90322.0,110521.0,76157.0,76312.0,76834.0,78058.0,78918.0,74362.0,90007.0,85190.0,90581.0,80968.0,95620.0,81099.0,72455.0,103975.0,94197.0,79082.0,84331.0,89981.0,91517.0,81991.0,99211.0,74355.0,89647.0,76993.0,88471.0,110521.0,84301.97222222222,10074.461861796091,0.11950446230652285
114,75030.0,73941.0,79886.0,82541.0,73986.0,79862.0,110558.0,74961.0,81130.0,96356.0,107764.0,74506.0,73490.0,81212.0,72082.0,80018.0,76232.0,92231.0,90003.0,94152.0,82437.0,94724.0,82430.0,71226.0,108273.0,100519.0,88380.0,83001.0,87818.0,86519.0,78799.0,98677.0,76146.0,89462.0,78296.0,87276.0,110558.0,85109.0,10519.090322942484,0.12359551073261915
115,71986.0,74584.0,83007.0,80586.0,70811.0,81525.0,108943.0,71604.0,78225.0,105306.0,102086.0,73679.0,73330.0,83958.0,77446.0,86075.0,77009.0,96079.0,94527.0,95009.0,92128.0,86544.0,90298.0,77475.0,109873.0,105832.0,94524.0,84999.0,85102.0,83011.0,79402.0,97703.0,74159.0,85856.0,71494.0,87453.0,109873.0,85878.55555555556,11149.998090294916,0.1298344856660041
116,73743.0,76502.0,94020.0,83670.0,78307.0,83645.0,108465.0,74201.0,84137.0,109889.0,92558.0,74183.0,77109.0,84621.0,79822.0,86321.0,79602.0,96491.0,95946.0,95912.0,91239.0,72078.0,93633.0,77265.0,106972.0,109895.0,101382.0,85354.0,86718.0,77311.0,72114.0,98505.0,79467.0,84446.0,73437.0,84295.0,109895.0,86757.08333333333,11126.877762564643,0.12825324843867286
117,81346.0,81061.0,105155.0,89457.0,79730.0,85399.0,99098.0,80929.0,87327.0,119053.0,86306.0,83058.0,82879.0,86329.0,81311.0,81164.0,82095.0,100458.0,94948.0,98781.0,92531.0,85302.0,88447.0,77526.0,98586.0,113844.0,106769.0,85563.0,88209.0,81449.0,81350.0,106718.0,82072.0,90204.0,81037.0,85487.0,119053.0,89749.38888888889,10277.184940109324,0.1145098041038768
118,78121.0,78214.0,119392.0,80654.0,79003.0,84919.0,87026.0,77603.0,82824.0,123920.0,81394.0,79243.0,82369.0,82437.0,77012.0,98906.0,82611.0,93920.0,98714.0,101791.0,83415.0,91454.0,77443.0,75625.0,91452.0,112032.0,112436.0,82617.0,81992.0,77832.0,79999.0,111190.0,75585.0,82398.0,78451.0,81356.0,123920.0,87926.38888888889,13034.189075226945,0.14823978602940274
119,76371.0,81625.0,127110.0,79241.0,78096.0,90229.0,80461.0,77767.0,80382.0,122676.0,82041.0,79129.0,83723.0,82850.0,78815.0,89511.0,77954.0,90553.0,103394.0,108624.0,90200.0,100030.0,78645.0,75818.0,85090.0,101009.0,117779.0,82049.0,81607.0,76687.0,81567.0,110155.0,76140.0,80499.0,79298.0,81575.0,127110.0,88019.44444444444,13766.976460284397,0.15640835439462186
120,77551.0,82756.0,118637.0,80304.0,80025.0,97491.0,77590.0,81826.0,80210.0,118337.0,77605.0,76797.0,88914.0,82074.0,79230.0,102136.0,80464.0,87021.0,92089.0,102325.0,86185.0,103809.0,86172.0,77512.0,84358.0,91533.0,115398.0,81506.0,77685.0,75574.0,86737.0,106618.0,81710.0,77871.0,81813.0,78567.0,118637.0,87678.61111111111,12135.24425034091,0.1384059817617602
121,77058.0,85737.0,108932.0,84961.0,76312.0,107530.0,76625.0,80105.0,83981.0,103589.0,76336.0,78966.0,87808.0,80640.0,76350.0,94112.0,81272.0,87407.0,93380.0,91969.0,92782.0,106566.0,92304.0,84176.0,81048.0,90301.0,105583.0,81353.0,77607.0,80128.0,92673.0,98215.0,78678.0,76165.0,80744.0,81871.0,108932.0,87035.11111111111,9809.190383902962,0.11270383019768096
122,75805.0,92852.0,99501.0,83847.0,77127.0,113708.0,76512.0,75083.0,84608.0,92288.0,76834.0,76200.0,93098.0,77127.0,78619.0,92152.0,84814.0,79241.0,86958.0,87997.0,85832.0,104875.0,96742.0,95675.0,77352.0,84312.0,96068.0,78744.0,74695.0,88306.0,94621.0,101877.0,85401.0,76653.0,79961.0,76237.0,113708.0,86158.94444444444,9665.94490680337,0.11218736451716864
123,74637.0,101471.0,88554.0,86285.0,78379.0,118725.0,74690.0,71587.0,88835.0,84799.0,75540.0,76819.0,95476.0,75510.0,80360.0,89958.0,89439.0,75934.0,82499.0,87144.0,89957.0,102391.0,100270.0,95697.0,75559.0,79771.0,89727.0,77838.0,73202.0,75551.0,98273.0,106303.0,80371.0,75317.0,77473.0,79160.0,118725.0,85375.02777777778,10947.227722340662,0.12822517318337096
