Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Processor36,Processor37,Processor38,Processor39,Processor40,Processor41,Processor42,Processor43,Processor44,Processor45,Processor46,Processor47,Processor48,Processor49,Processor50,Processor51,Processor52,Processor53,Processor54,Processor55,Processor56,Processor57,Processor58,Processor59,Processor60,Processor61,Processor62,Processor63,Processor64,Processor65,Processor66,Processor67,Processor68,Processor69,Processor70,Processor71,Processor72,Processor73,Processor74,Processor75,Processor76,Processor77,Processor78,Processor79,Processor80,Processor81,Processor82,Processor83,Processor84,Processor85,Processor86,Processor87,Processor88,Processor89,Processor90,Processor91,Processor92,Processor93,Processor94,Processor95,Processor96,Processor97,Processor98,Processor99,Processor100,Processor101,Processor102,Processor103,Processor104,Processor105,Processor106,Processor107,Processor108,Processor109,Processor110,Processor111,Processor112,Processor113,Processor114,Processor115,Processor116,Processor117,Processor118,Processor119,Processor120,Processor121,Processor122,Processor123,Processor124,Processor125,Processor126,Processor127,Processor128,Processor129,Processor130,Processor131,Processor132,Processor133,Processor134,Processor135,Processor136,Processor137,Processor138,Processor139,Processor140,Processor141,Processor142,Processor143,Total,Max
112,22,14,0,14,14,0,22,0,0,2,6,34,0,16,26,44,12,0,26,14,40,42,14,0,56,32,26,56,40,44,6,58,0,56,20,4,42,62,0,0,0,54,40,16,0,46,62,38,14,34,58,20,22,26,40,14,14,0,32,0,40,66,46,14,36,0,24,22,4,30,42,0,28,40,38,58,46,44,42,38,62,46,46,28,62,60,34,14,54,52,26,0,56,0,30,0,4,54,34,4,68,0,22,24,56,66,62,6,0,60,58,0,46,56,46,46,4,28,0,28,6,56,14,0,14,56,0,22,44,68,0,2,36,0,62,4,0,0,38,54,26,0,12,52,3960,68
113,0,12,12,28,10,10,38,2,18,0,6,34,0,22,28,48,16,34,0,18,56,32,14,8,62,22,0,54,48,32,10,58,42,48,26,0,0,64,14,22,48,0,0,0,30,50,52,34,16,38,56,12,24,18,42,12,0,60,32,0,32,0,0,4,48,36,22,32,6,26,34,50,26,42,38,52,42,48,48,34,64,54,60,30,0,40,34,18,56,50,16,12,52,48,24,10,32,50,34,2,62,0,12,28,54,58,72,30,60,60,0,0,0,54,36,34,14,26,0,16,8,62,0,28,14,0,30,22,0,62,72,4,52,48,0,10,48,10,38,40,22,18,18,56,4056,72
114,12,14,0,40,0,6,30,8,16,2,0,36,0,0,30,46,0,22,18,0,60,50,0,10,60,0,26,58,58,16,0,52,48,36,26,14,52,0,10,16,50,70,26,14,30,54,40,0,18,0,0,10,24,12,0,0,16,36,0,54,0,66,0,12,0,38,20,40,8,22,32,60,26,60,52,0,38,56,40,38,66,0,52,26,58,48,36,14,54,0,12,10,0,40,32,6,0,18,32,2,0,72,0,30,0,58,66,52,60,58,52,56,38,54,32,26,26,26,14,10,10,60,14,30,10,40,58,24,20,0,72,6,0,46,70,10,38,6,38,22,18,22,30,66,3880,72
115,0,0,8,50,0,14,0,24,12,6,2,0,0,10,0,50,8,36,6,22,0,56,0,8,0,2,24,44,62,6,28,60,58,20,0,0,0,42,2,0,52,70,22,0,34,62,0,30,0,46,46,6,26,8,44,44,0,60,0,24,48,70,0,0,58,44,16,46,0,18,30,60,20,0,42,62,46,0,50,50,0,34,50,22,62,46,34,18,60,46,24,12,6,50,24,6,72,24,30,2,48,0,62,6,44,0,0,70,60,56,44,50,36,50,28,0,26,0,0,6,0,0,16,30,6,52,42,22,10,62,72,8,60,0,70,0,0,6,34,8,14,0,42,0,3656,72
116,8,0,24,58,4,0,26,40,6,6,0,48,0,20,34,52,0,38,0,24,60,32,18,12,42,2,0,54,56,4,22,54,64,0,46,20,60,32,4,32,52,60,18,14,38,0,22,0,24,0,38,6,26,8,42,40,14,58,60,28,0,0,50,28,58,52,12,52,0,12,24,52,34,42,28,56,46,58,40,48,60,54,52,24,62,52,28,18,42,52,0,12,42,38,40,10,70,54,0,2,36,60,72,30,38,50,54,70,58,54,40,40,32,46,0,14,36,20,4,12,12,64,0,38,14,30,42,24,28,70,72,10,58,24,70,24,20,0,28,6,0,18,46,62,4480,72
117,20,24,34,66,2,4,16,0,2,10,4,0,16,16,34,46,22,42,8,24,56,0,14,10,30,12,16,0,0,16,44,58,58,6,0,20,0,20,0,38,58,46,12,6,0,62,0,0,22,52,24,4,0,16,0,0,16,30,42,0,0,0,0,36,38,46,6,52,0,0,20,44,34,54,0,58,52,0,44,36,66,40,50,18,0,46,46,24,0,52,26,20,72,2,24,0,0,74,0,4,22,56,66,0,38,42,42,56,46,44,0,0,26,38,8,10,0,16,2,10,20,62,0,34,6,56,0,0,40,66,74,14,54,0,72,24,0,16,18,22,0,16,0,50,3428,74
118,10,0,46,70,2,12,2,0,6,6,10,56,24,0,38,56,18,38,2,32,58,54,18,0,26,10,20,52,0,0,32,0,46,8,0,10,64,18,0,32,70,0,14,10,54,0,0,28,32,58,14,4,24,18,36,46,10,40,56,4,48,68,0,46,0,0,6,48,22,6,18,0,0,56,46,64,48,50,56,36,70,0,0,26,58,0,38,18,0,46,14,18,76,0,18,8,56,68,68,22,14,54,0,76,38,0,38,52,56,0,0,10,0,0,2,4,0,12,0,0,14,68,20,38,0,56,54,0,50,70,76,14,48,0,76,28,2,2,10,0,0,4,58,40,3700,76
119,14,20,50,54,2,10,22,68,8,6,0,62,26,6,0,52,24,30,8,0,52,28,22,28,18,12,20,38,0,22,0,64,32,0,0,0,50,12,8,38,74,40,12,10,62,38,6,28,42,60,6,0,28,26,30,42,6,0,52,10,52,68,44,52,56,50,0,0,36,2,14,36,0,52,52,62,54,60,42,0,0,56,0,28,0,58,36,10,56,40,22,20,64,66,22,8,0,0,76,52,2,0,52,0,0,34,34,44,56,38,24,0,22,0,6,2,22,8,18,28,12,62,20,34,28,32,50,34,52,66,76,12,42,0,74,28,8,6,0,22,6,12,58,36,3984,76
120,6,22,56,38,2,4,38,58,12,6,26,68,34,8,0,0,24,28,10,46,0,56,20,40,14,28,18,58,4,20,30,64,20,20,0,26,0,0,0,32,62,0,0,8,74,26,4,24,50,60,0,4,30,30,28,38,0,0,38,22,46,76,0,54,52,56,0,0,0,4,12,30,0,54,50,58,0,60,40,0,0,0,38,26,6,56,36,20,0,14,0,10,58,76,52,0,32,54,64,76,16,0,0,0,0,26,28,32,56,36,16,10,20,0,14,2,0,4,0,14,6,62,20,22,38,54,0,30,0,68,76,18,0,26,74,32,6,10,22,30,6,20,56,34,3628,76
121,0,0,0,0,0,4,46,38,10,6,0,62,0,0,50,66,16,32,16,54,58,0,24,0,10,22,0,50,8,26,0,0,20,18,0,16,26,8,0,36,0,36,0,0,0,16,0,26,58,54,0,0,34,36,24,32,4,56,52,36,46,0,56,50,54,0,2,24,50,12,10,20,36,0,0,0,54,46,50,36,62,36,48,24,32,52,34,20,68,42,2,0,52,0,72,0,14,50,0,76,0,38,36,56,36,0,0,22,56,32,12,16,18,0,0,2,0,2,24,24,0,66,20,36,46,38,42,0,52,68,76,14,24,0,72,24,10,16,26,38,6,0,48,0,3512,76
122,12,38,64,0,4,14,0,20,0,2,44,48,24,2,0,64,0,34,26,68,0,42,28,50,0,20,0,58,12,28,20,66,14,0,0,14,22,0,0,20,0,34,14,10,50,12,2,28,0,0,18,4,42,40,24,52,2,54,0,48,46,68,0,0,0,64,0,14,0,14,0,8,34,48,36,64,0,50,40,38,50,36,48,22,0,0,28,14,60,66,24,14,0,58,74,64,2,42,50,66,30,34,34,54,34,20,28,14,52,0,12,14,18,20,26,2,24,8,20,34,36,66,14,0,48,44,60,28,46,48,74,0,14,50,64,34,10,20,42,42,0,42,36,30,3860,74
123,0,44,50,0,6,24,60,0,0,0,52,34,26,6,50,54,24,30,32,64,60,54,34,0,2,16,0,64,0,14,34,0,12,8,42,0,18,2,0,38,42,36,14,10,34,0,0,28,0,0,0,0,46,44,0,32,2,0,48,56,50,0,34,42,52,64,0,4,44,18,0,8,36,52,46,60,0,54,46,48,6,44,50,24,68,14,28,10,54,76,0,8,26,54,60,74,12,34,38,64,34,30,30,48,34,16,24,2,48,0,8,0,0,0,30,4,34,6,18,0,46,68,14,0,52,0,56,0,0,54,74,0,10,50,76,34,10,0,42,0,18,50,0,0,3768,76
124,6,48,36,10,10,32,54,12,2,0,62,32,26,10,54,42,12,30,40,56,64,28,38,68,4,24,22,54,26,30,34,62,8,0,32,12,0,0,6,42,36,32,14,0,24,0,2,26,62,26,24,0,48,44,0,0,8,26,0,60,40,68,60,0,56,62,0,10,40,0,4,0,32,60,42,54,54,54,0,32,26,48,48,24,68,40,8,10,50,64,72,28,18,0,52,70,0,0,30,60,36,26,30,34,32,12,24,6,42,24,0,18,12,0,26,0,36,10,22,32,54,68,14,0,0,50,0,26,32,26,72,0,6,52,70,32,8,0,44,38,26,54,12,26,4076,72
125,18,58,0,8,0,0,42,0,4,26,64,30,14,0,62,40,24,22,44,40,50,54,42,0,6,18,0,54,32,30,0,0,2,0,0,0,14,0,8,38,36,34,0,12,18,0,4,26,46,0,26,2,54,44,20,20,12,40,42,54,56,62,44,32,58,62,0,20,46,0,2,38,24,56,46,0,54,0,40,36,0,34,0,26,0,62,16,12,40,56,72,50,6,38,46,0,20,16,26,54,26,22,30,28,32,8,24,8,38,20,2,18,0,0,26,4,44,8,12,28,62,62,16,32,0,30,0,26,24,0,72,0,4,40,64,20,0,26,42,16,0,56,8,26,3588,72
126,28,62,6,4,8,44,0,28,0,0,52,26,0,26,64,36,20,10,54,24,0,0,42,0,12,24,16,56,32,30,0,60,16,26,56,18,0,4,0,0,30,0,6,0,6,0,0,24,0,0,38,0,56,36,28,32,0,0,16,42,24,64,36,26,28,40,2,22,22,2,4,26,36,0,50,0,24,62,44,42,0,8,52,30,50,72,40,6,22,48,0,70,8,28,32,56,28,2,16,44,32,18,22,22,30,2,16,12,0,0,6,16,10,0,8,6,42,0,0,22,60,48,0,24,40,4,54,26,0,0,70,0,0,50,72,0,20,24,40,44,38,50,0,24,3316,72
127,38,60,4,2,16,56,10,0,14,42,40,0,6,38,58,28,0,0,0,0,64,26,0,32,12,22,0,0,28,10,30,0,0,20,46,0,0,0,16,42,28,0,0,6,0,0,8,26,24,0,0,0,0,34,26,48,26,42,50,46,38,68,42,20,56,0,28,38,46,26,0,32,0,54,0,58,0,60,0,38,68,32,44,26,0,64,64,18,0,46,0,72,0,0,26,50,26,8,12,42,34,18,28,16,30,2,22,0,26,8,0,0,4,0,0,0,32,2,0,18,54,10,10,0,38,0,48,26,8,28,72,16,2,18,64,0,0,0,40,24,42,44,14,0,3124,72
128,44,52,10,6,26,58,14,0,20,52,0,0,10,44,0,28,18,30,0,2,0,6,0,22,8,24,20,0,28,26,0,0,12,22,50,14,10,2,12,20,0,30,12,8,4,6,4,26,14,12,22,2,72,28,30,0,34,44,34,0,34,64,44,12,54,0,0,24,0,16,8,38,30,52,0,0,38,58,44,0,0,54,4,0,0,0,72,40,10,40,50,64,26,12,22,44,30,10,12,38,44,16,24,14,0,4,18,20,26,8,0,26,6,6,0,0,0,2,0,16,0,24,20,38,34,20,52,28,0,0,72,10,6,40,72,30,0,16,40,34,44,34,12,0,2972,72
129,48,0,16,10,34,54,28,0,28,62,20,26,0,52,36,26,12,0,0,8,58,12,66,12,10,24,22,0,22,26,34,64,8,0,0,12,10,2,12,0,0,30,12,0,2,0,6,26,10,22,34,12,58,22,0,64,40,40,54,0,28,66,36,8,54,62,0,30,24,0,12,56,22,58,0,62,58,12,34,40,0,72,30,26,40,54,62,64,2,34,0,56,30,2,16,42,0,12,12,36,48,0,24,12,28,8,18,0,26,0,2,26,6,10,20,0,48,8,0,0,48,34,18,0,0,24,52,26,2,36,64,10,12,22,72,42,0,8,0,0,0,22,12,22,3348,72
130,56,30,0,8,40,44,30,28,0,58,10,0,32,60,32,24,6,50,34,10,44,28,0,8,16,18,0,56,0,28,30,0,0,26,54,8,8,0,14,36,0,30,10,8,0,10,10,24,0,20,32,28,0,16,36,60,48,40,52,0,8,60,50,0,0,66,40,34,0,0,24,56,0,58,0,60,72,22,38,0,54,66,60,8,32,0,0,72,12,24,36,52,30,8,12,40,28,24,6,32,36,16,22,10,30,10,18,0,26,0,0,24,0,14,16,0,48,10,0,12,0,44,18,28,28,28,60,32,0,0,72,0,18,32,72,22,38,12,44,32,56,0,22,20,3504,72
131,0,24,30,8,0,28,44,0,40,0,2,0,0,62,32,22,10,60,0,12,0,0,52,2,16,22,0,0,0,30,38,0,0,0,0,10,8,4,0,34,0,0,0,0,2,12,8,24,2,22,0,0,0,10,38,0,52,0,0,28,12,68,56,8,0,62,50,0,28,0,24,60,0,52,0,60,68,0,2,28,46,56,72,0,22,34,50,70,24,12,30,44,38,18,8,38,0,28,4,30,0,14,22,8,28,0,0,20,0,4,4,28,8,18,22,2,0,16,0,28,0,0,14,0,22,0,0,0,8,40,72,0,0,0,70,32,0,0,52,46,60,10,22,20,2680,72
132,60,18,26,12,58,18,28,50,0,32,2,24,44,0,32,24,32,68,0,22,0,48,40,6,8,24,22,0,36,34,36,60,20,30,0,16,6,4,20,32,24,28,12,0,0,12,12,0,2,20,8,60,36,8,38,50,60,0,48,0,26,68,56,12,40,58,58,50,22,0,28,60,52,34,54,0,56,72,28,0,40,0,66,0,12,0,0,58,28,0,24,40,40,0,4,34,38,28,2,30,0,12,20,0,28,12,12,20,34,0,0,24,12,22,18,6,32,20,16,0,36,54,2,32,20,0,60,24,6,44,72,8,28,0,66,40,50,52,56,0,56,18,24,20,3684,72
133,50,0,20,16,62,0,36,0,56,20,0,22,50,0,26,20,42,60,18,14,26,60,0,0,18,22,20,60,44,34,32,70,28,32,0,18,0,8,20,22,22,0,0,6,4,0,0,30,2,26,20,70,32,8,38,48,60,0,50,0,32,72,50,22,0,62,54,52,10,26,26,56,72,22,52,0,54,70,0,4,28,44,54,72,6,0,32,0,30,20,18,32,0,30,0,34,38,36,2,28,50,10,0,6,28,0,8,22,36,0,6,28,0,26,8,18,32,22,30,50,28,52,14,32,16,36,60,28,0,48,72,0,0,54,70,42,52,60,0,0,0,20,28,18,3792,72
134,38,0,32,14,56,0,46,48,64,4,12,22,60,26,26,22,0,0,0,36,42,66,0,16,22,22,20,0,50,28,40,64,28,32,0,14,4,10,14,32,22,28,12,14,14,16,0,0,4,22,32,64,0,10,32,40,56,32,38,0,40,72,0,30,0,56,52,50,2,0,0,60,72,52,2,64,50,60,74,0,0,0,48,68,0,0,22,44,44,30,14,26,40,0,0,32,32,42,4,28,0,0,0,4,28,10,10,26,36,14,4,26,16,30,0,32,22,30,42,0,26,46,0,44,14,32,0,28,0,40,74,20,44,60,68,26,50,66,56,0,40,42,26,16,3804,74
135,0,0,0,18,40,18,58,46,56,0,0,18,64,8,0,0,54,30,28,36,0,58,22,26,30,24,0,58,34,0,32,72,34,32,54,24,2,8,20,34,0,24,2,30,0,22,8,70,14,0,0,54,20,0,32,32,0,22,0,2,42,60,0,0,0,40,22,56,0,2,10,0,58,72,34,56,0,56,64,60,0,22,36,58,18,22,10,34,0,24,8,22,54,38,16,30,42,42,12,30,50,2,8,20,26,0,2,18,34,18,8,2,14,0,12,42,2,38,0,0,24,0,0,0,24,0,0,0,22,0,70,20,50,64,0,30,46,64,58,0,28,30,30,16,3392,72
136,10,12,42,18,26,8,0,0,42,20,14,18,60,2,20,0,68,0,16,30,0,0,0,26,22,0,14,54,50,24,34,72,22,0,50,0,2,16,0,16,24,22,2,0,18,0,0,76,18,18,54,50,14,14,28,34,40,40,54,6,50,66,0,28,36,50,58,52,0,16,30,60,0,70,66,8,0,52,58,74,0,18,28,54,26,48,0,30,0,0,0,16,54,34,10,30,40,30,12,26,42,0,12,6,28,14,2,14,40,18,0,12,18,42,34,54,0,48,58,72,20,0,50,28,0,30,0,0,22,52,74,20,52,70,76,40,40,68,58,0,0,36,28,16,3844,76
137,2,0,24,0,0,26,54,40,26,22,28,0,44,10,20,14,66,6,0,28,62,28,18,22,26,22,16,46,50,34,30,58,32,24,52,0,2,14,18,40,24,22,6,68,18,16,28,0,20,2,58,50,12,18,22,32,0,0,56,8,52,0,64,40,40,56,62,50,30,16,26,66,56,62,74,46,34,46,0,64,0,4,0,50,50,40,6,22,44,26,0,14,52,46,14,28,28,44,14,26,0,0,10,6,26,18,0,0,40,22,4,32,26,46,44,64,0,54,0,50,18,16,56,2,8,24,12,18,28,46,74,22,52,68,0,28,0,64,62,0,18,0,32,14,3960,74
138,8,14,38,18,6,24,44,52,8,30,26,20,24,6,20,16,52,16,46,28,70,8,18,30,22,12,16,48,46,16,20,10,24,28,0,0,2,0,18,0,24,22,16,72,0,28,44,60,26,12,0,48,0,24,0,30,28,52,0,10,48,70,66,40,0,0,56,0,40,8,20,62,0,0,62,76,26,40,52,0,38,0,2,38,0,48,16,18,0,40,0,0,60,28,16,28,0,40,16,26,48,0,0,4,30,8,0,6,46,28,10,46,38,52,52,0,48,66,0,28,16,4,56,0,8,20,6,10,40,24,76,20,48,0,72,48,0,0,52,0,16,52,0,14,3552,76
139,8,8,24,20,12,28,52,42,10,38,24,0,0,0,0,18,34,30,40,30,60,0,16,24,30,0,20,10,54,24,32,32,16,26,58,56,4,12,0,68,24,24,32,0,14,16,0,60,0,24,54,46,0,30,18,30,0,46,32,16,40,0,64,48,52,42,0,60,46,4,18,56,0,0,58,72,20,32,46,0,34,10,4,26,54,60,12,8,52,0,0,12,54,0,16,30,46,0,18,28,38,0,10,0,30,0,4,24,48,38,28,54,0,54,64,0,0,0,42,12,18,20,52,38,16,14,16,28,46,46,72,18,42,68,0,0,8,0,0,46,12,32,30,16,3632,72
140,8,14,34,16,10,32,58,52,14,36,26,20,8,18,0,16,0,30,40,42,0,44,0,30,0,0,18,30,0,0,24,48,22,28,40,66,0,8,16,0,24,26,0,62,20,0,68,0,24,34,0,42,10,34,16,28,0,0,0,0,36,0,64,32,52,26,0,58,52,6,16,54,44,0,0,0,8,24,0,40,30,0,10,0,48,46,14,8,0,0,2,14,54,36,0,32,34,0,18,30,52,2,14,22,30,6,8,36,0,44,40,64,0,58,0,40,0,58,22,2,18,16,46,54,26,10,26,22,54,44,0,16,32,68,66,0,2,0,62,40,14,0,26,16,3280,68
141,12,8,42,18,16,32,56,62,12,28,30,24,14,14,0,18,2,16,42,38,0,40,16,28,0,18,22,46,32,32,0,58,32,30,2,64,4,6,32,56,24,0,60,62,0,16,0,56,18,42,0,42,12,40,18,0,6,54,38,24,30,64,58,0,50,0,0,56,0,16,12,0,42,48,48,0,2,12,38,28,0,30,22,14,60,42,0,4,58,0,0,12,50,50,16,30,32,54,14,30,50,0,0,32,32,2,14,0,54,50,50,0,54,64,56,28,0,38,6,6,0,48,42,0,32,8,32,4,58,42,0,0,0,0,64,48,4,0,46,0,14,56,24,18,3612,64
142,14,10,42,0,0,32,58,58,20,42,22,0,18,12,0,18,6,18,54,22,14,52,0,22,0,16,0,56,32,32,6,60,38,0,26,54,0,0,48,58,24,28,68,62,0,32,0,54,24,50,46,38,0,42,14,20,0,0,36,32,22,0,56,38,0,0,56,0,0,0,0,56,0,44,42,44,12,0,32,16,48,0,0,8,62,0,10,2,54,26,0,12,54,46,18,0,56,36,6,32,62,6,14,42,32,10,22,0,56,52,62,54,56,0,36,24,56,22,2,12,0,44,36,0,0,10,38,18,58,0,68,0,12,0,0,44,8,60,50,28,12,42,24,18,3608,68
143,16,8,32,18,0,34,52,56,0,40,30,0,0,16,0,18,6,22,60,34,24,36,0,34,16,14,0,64,44,0,26,50,34,20,42,54,6,2,62,0,24,26,62,60,0,44,56,52,18,0,44,34,16,44,12,16,2,0,38,34,0,0,66,0,0,6,54,0,0,34,4,62,34,40,34,0,22,16,30,8,54,44,0,6,60,54,0,2,50,44,4,0,42,26,18,30,52,0,12,34,40,12,18,46,34,20,0,62,0,54,0,0,66,60,22,16,36,16,6,12,22,26,32,54,44,16,40,38,52,0,0,16,2,62,64,46,6,62,44,34,14,0,30,18,3736,66
144,10,8,26,16,28,30,52,52,36,52,16,20,26,0,0,16,16,56,48,42,52,0,12,30,24,8,24,52,44,32,0,44,18,22,52,50,4,6,68,52,0,38,0,56,24,52,0,52,16,0,42,36,16,40,0,16,6,0,0,20,8,42,0,24,26,8,18,0,44,36,2,0,26,36,28,0,18,0,24,4,44,50,36,10,0,38,0,16,46,38,0,18,60,24,0,30,40,36,6,36,52,20,0,50,30,22,0,68,52,60,0,16,0,38,0,6,18,2,12,16,24,24,32,46,48,30,42,52,0,52,0,20,0,0,68,50,0,68,52,36,0,0,30,18,3584,68
145,8,10,28,14,24,26,54,56,18,44,0,22,34,16,0,0,22,28,56,20,28,0,14,24,0,4,38,0,0,26,54,40,26,12,66,0,8,20,0,56,28,52,56,60,0,62,56,52,10,54,44,38,18,0,16,12,4,28,0,40,4,58,54,0,18,20,0,56,0,0,0,0,26,24,26,4,18,0,22,4,56,0,20,8,52,44,8,2,38,40,8,16,56,52,20,34,40,38,4,40,60,26,26,54,0,0,56,58,56,0,44,0,0,0,2,10,4,4,10,14,28,40,24,40,56,28,40,0,28,0,66,16,8,0,0,0,0,62,54,26,14,56,22,20,3488,66
146,8,8,0,8,20,0,60,42,32,34,18,0,26,16,0,14,0,44,56,34,54,46,14,24,14,4,50,0,0,0,64,0,20,0,60,52,8,36,60,56,26,62,56,0,10,0,0,54,24,52,44,34,24,38,14,8,8,20,48,0,20,62,0,0,8,26,34,60,24,46,10,64,22,20,20,14,26,0,22,8,48,24,24,6,50,36,10,4,52,38,8,16,0,0,14,0,28,0,4,0,52,30,34,0,0,48,72,42,62,60,28,6,48,24,0,4,14,0,22,22,32,0,20,0,64,34,38,0,20,60,72,8,8,62,64,24,8,0,56,30,14,38,10,18,3600,72
147,6,8,0,14,12,16,0,50,40,26,18,26,26,0,0,0,0,30,28,34,48,34,14,0,8,2,60,0,38,6,62,0,22,30,0,50,8,50,62,56,26,66,0,58,28,54,52,52,0,50,0,34,30,36,12,6,12,20,0,0,0,58,68,44,8,30,38,58,16,52,12,64,20,16,20,22,0,52,18,0,54,30,30,8,50,62,12,2,52,58,8,0,46,22,16,34,52,14,2,48,36,40,44,68,0,58,68,26,0,46,22,12,34,22,0,0,26,2,0,20,38,16,16,0,64,38,30,58,12,0,62,22,6,68,66,50,12,60,30,34,14,56,0,0,3892,68
148,8,10,34,16,0,0,0,52,22,0,18,26,40,16,0,0,0,34,40,18,38,54,0,16,0,6,66,22,54,22,52,0,18,0,54,0,10,62,60,54,26,62,56,58,42,52,50,52,0,48,40,0,38,34,10,4,18,16,0,54,22,66,52,46,0,34,24,56,4,58,18,50,16,12,18,52,48,58,16,16,0,26,0,4,58,38,6,0,42,0,8,18,54,34,6,34,50,0,10,54,10,0,0,64,0,66,50,16,0,0,16,16,22,0,10,0,22,4,0,18,46,6,0,16,56,40,24,54,0,0,64,38,0,62,66,0,12,62,60,26,16,56,0,0,3708,66
149,6,12,22,14,0,20,56,0,38,36,0,26,34,18,20,0,20,0,50,18,50,44,0,18,14,0,60,14,56,0,46,2,20,56,50,44,14,68,60,54,40,56,56,0,0,0,50,52,54,48,38,32,44,34,6,8,22,16,52,52,0,62,56,34,0,36,0,0,10,56,0,58,14,8,14,46,54,42,12,32,52,50,52,4,54,40,0,2,0,50,0,22,56,0,4,38,38,18,0,58,20,50,68,52,0,64,34,4,62,20,12,20,22,16,0,4,22,4,26,22,52,18,18,10,44,42,18,50,4,64,60,52,14,68,68,44,12,60,44,14,0,48,18,20,4156,68
150,4,10,0,10,0,28,62,0,46,44,22,24,34,14,20,16,20,50,60,26,28,52,0,18,12,0,54,10,32,52,44,6,8,66,44,0,28,58,60,52,0,0,0,0,64,52,50,50,0,46,32,28,0,30,4,16,26,18,56,48,0,66,0,0,0,34,14,0,20,52,26,0,10,2,0,44,40,0,10,30,52,50,52,6,58,0,0,6,0,0,12,22,54,10,12,0,0,0,0,68,36,0,72,38,66,0,28,2,48,18,8,36,20,14,0,2,44,2,32,20,62,26,18,0,32,40,14,44,0,66,26,56,28,64,72,6,12,68,38,26,0,52,24,20,3664,72
151,6,10,0,16,18,0,58,56,48,50,18,24,48,16,18,0,30,34,38,0,0,44,14,0,0,48,0,2,0,64,0,26,18,60,0,0,0,56,58,48,66,58,0,52,62,46,50,48,0,0,30,26,52,28,2,32,32,18,0,0,0,64,68,0,54,0,4,66,12,44,34,0,4,12,8,36,0,58,6,18,60,36,0,6,48,0,0,0,52,32,0,32,0,4,22,0,2,44,0,72,0,68,54,28,70,0,28,0,36,12,2,46,18,0,28,6,44,8,0,22,66,36,16,4,0,38,10,0,0,72,0,58,28,70,66,12,14,62,58,28,16,52,24,18,3644,72
152,0,14,44,22,22,0,56,0,48,0,14,24,48,20,20,12,0,36,38,4,58,0,0,0,14,64,0,18,0,60,32,42,38,0,32,0,60,58,54,0,68,0,54,48,52,42,48,44,52,42,28,20,56,26,4,42,36,26,66,56,26,64,60,0,60,28,4,60,0,38,42,8,4,16,0,0,0,46,0,0,0,24,36,6,52,52,20,18,38,42,14,42,54,20,0,0,22,52,68,60,0,66,0,26,68,14,22,18,36,8,6,0,16,0,22,0,54,0,32,26,60,46,18,12,22,0,0,26,18,60,28,56,32,68,68,24,20,68,52,28,14,42,24,18,4056,68
153,0,22,44,24,22,36,0,52,38,46,26,20,0,20,16,12,40,48,0,26,52,62,0,66,8,66,48,8,32,0,26,50,0,0,22,30,70,0,0,36,0,54,48,40,48,40,44,0,48,40,24,22,52,20,2,2,38,12,0,0,8,0,0,26,68,22,8,0,48,0,46,4,12,16,14,0,0,50,8,0,50,36,46,4,54,26,20,26,30,0,20,50,20,24,0,74,36,0,68,42,62,50,0,0,52,8,8,34,34,0,22,32,0,2,0,12,42,0,48,36,46,50,20,2,8,0,0,30,24,66,0,50,40,74,70,36,30,66,50,20,0,48,40,14,3784,74
154,12,0,42,14,16,22,0,58,52,32,30,24,36,22,0,0,38,44,0,50,56,56,16,72,30,0,42,20,54,0,24,0,70,46,18,24,0,0,0,26,56,58,52,38,52,42,0,44,48,0,22,20,0,22,8,0,46,0,0,44,2,70,60,0,54,22,16,0,0,22,58,28,20,42,14,50,30,54,0,34,0,58,48,2,46,46,16,34,0,2,32,56,0,44,60,74,52,70,0,36,70,32,30,0,0,0,4,28,34,0,24,46,0,4,32,18,52,0,44,24,0,54,20,22,2,14,16,0,24,72,34,46,16,74,70,44,26,70,52,8,14,0,22,12,4004,74
155,12,18,36,24,14,36,0,48,44,44,22,30,22,22,14,0,40,48,0,68,0,58,0,64,0,52,40,0,70,40,22,56,62,42,10,0,56,0,42,22,56,56,0,36,48,40,46,42,48,40,20,18,44,22,0,0,48,40,66,52,14,64,54,0,64,0,20,44,40,12,58,36,20,42,0,0,48,50,10,36,0,30,56,6,54,36,12,44,42,26,44,66,36,52,74,54,0,64,36,36,0,22,0,4,32,14,2,42,0,0,26,36,14,6,40,12,52,14,46,22,0,54,24,22,4,0,0,2,20,68,32,0,0,74,70,50,0,62,56,22,12,0,0,12,4248,74
